Price,Close
Ticker,BBWI
Date,
2025-01-10,36.22948455810547
2025-01-17,36.56779861450195
2025-01-24,36.806610107421875
2025-01-31,37.42353439331055
2025-02-07,35.71206283569336
2025-02-14,36.289188385009766
2025-02-21,38.59000015258789
2025-02-28,36.22999954223633
2025-03-07,32.619998931884766
2025-03-14,29.5
2025-03-21,30.280000686645508
