Price,Close
Ticker,NFLX
Date,
2025-01-10,837.6900024414062
2025-01-17,858.0999755859375
2025-01-24,977.5900268554688
2025-01-31,976.760009765625
2025-02-07,1013.9299926757812
2025-02-14,1058.5999755859375
2025-02-21,1003.1500244140625
2025-02-28,980.5599975585938
2025-03-07,891.1099853515625
2025-03-14,918.0
2025-03-21,960.2899780273438
